driver_gender,driver_age,driver_race,is_arrested,stop_duration,drugs_related_stop,violation,stop_outcome
F,61,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,70,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,38,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,20,White,TRUE,16-30 Min,FALSE,Speeding,Arrest Passenger
M,22,Black,TRUE,16-30 Min,FALSE,Moving violation,Arrest Driver
M,25,Black,TRUE,16-30 Min,TRUE,Equipment,Arrest Driver
M,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,47,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,36,Black,TRUE,16-30 Min,FALSE,Moving violation,Arrest Driver
M,25,Black,TRUE,16-30 Min,FALSE,Equipment,Arrest Driver
F,20,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,29,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,42,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,34,White,FALSE,30+ Min,FALSE,Other,Citation
M,26,White,FALSE,0-15 Min,FALSE,Other,Citation
M,42,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,20,White,FALSE,0-15 Min,FALSE,Other,Citation
F,53,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,24,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,16-30 Min,FALSE,Moving violation,Citation
M,40,White,FALSE,16-30 Min,FALSE,Moving violation,Citation
M,57,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,45,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,Black,FALSE,30+ Min,FALSE,Equipment,N/D
F,30,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,55,Black,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,48,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,27,Black,FALSE,16-30 Min,FALSE,Speeding,Citation
M,35,White,FALSE,0-15 Min,FALSE,Speeding,Warning
M,47,White,FALSE,16-30 Min,FALSE,Moving violation,Citation
M,60,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,40,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,43,Black,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,21,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,27,White,FALSE,0-15 Min,FALSE,Equipment,N/D
M,38,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,35,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,59,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,27,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,36,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,64,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,Other,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,44,Black,FALSE,16-30 Min,FALSE,Speeding,Citation
M,20,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,40,White,FALSE,16-30 Min,FALSE,Equipment,Citation
M,50,White,FALSE,16-30 Min,FALSE,Registration/plates,Citation
M,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,35,Asian,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,30,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,40,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,18,White,FALSE,0-15 Min,FALSE,Equipment,N/D
M,38,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,39,Black,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,32,Hispanic,TRUE,16-30 Min,FALSE,Moving violation,Arrest Driver
M,32,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,36,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,30+ Min,FALSE,Other,Citation
M,26,White,FALSE,16-30 Min,FALSE,Speeding,Citation
F,37,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,61,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,22,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,58,Black,TRUE,16-30 Min,FALSE,Moving violation,Arrest Driver
F,24,Black,TRUE,16-30 Min,FALSE,Speeding,Arrest Passenger
M,18,Black,TRUE,16-30 Min,FALSE,Equipment,Arrest Driver
F,46,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,36,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,17,White,FALSE,16-30 Min,FALSE,Moving violation,Citation
F,27,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,36,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,28,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,19,White,TRUE,16-30 Min,TRUE,Other,Arrest Passenger
M,27,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,26,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
F,32,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,31,White,TRUE,30+ Min,FALSE,Other,Arrest Driver
M,27,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,32,White,FALSE,16-30 Min,FALSE,Speeding,Citation
F,43,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,33,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,52,White,FALSE,16-30 Min,FALSE,Speeding,Citation
F,39,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,46,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,25,Asian,FALSE,16-30 Min,FALSE,Speeding,Citation
F,41,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,22,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,27,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,27,White,FALSE,0-15 Min,FALSE,Equipment,Citation
F,39,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,44,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,White,FALSE,16-30 Min,FALSE,Other,Citation
F,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,27,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,33,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,18,White,TRUE,16-30 Min,TRUE,Equipment,Arrest Passenger
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,20,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,61,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,33,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,28,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,29,White,TRUE,0-15 Min,FALSE,Moving violation,Arrest Driver
M,42,White,TRUE,0-15 Min,FALSE,Moving violation,Arrest Driver
M,42,White,TRUE,0-15 Min,FALSE,Moving violation,Arrest Driver
M,55,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,42,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,27,Black,FALSE,0-15 Min,FALSE,Registration/plates,Warning
M,63,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,28,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,30,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,White,FALSE,0-15 Min,FALSE,Equipment,Citation
F,22,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,18,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,19,White,FALSE,0-15 Min,FALSE,Equipment,N/D
M,23,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,TRUE,0-15 Min,FALSE,Speeding,Arrest Driver
M,22,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,30,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,35,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,54,White,FALSE,16-30 Min,FALSE,Equipment,Citation
F,17,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,54,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,31,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,41,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,,White,FALSE,0-15 Min,FALSE,Moving violation,Warning
M,32,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,19,White,FALSE,16-30 Min,FALSE,Speeding,Citation
F,35,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,21,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,19,White,FALSE,30+ Min,FALSE,Other,Citation
M,36,White,FALSE,0-15 Min,FALSE,Other,Citation
M,19,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,27,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,50,White,TRUE,16-30 Min,FALSE,Other,Arrest Driver
F,21,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,51,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,27,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,27,White,FALSE,16-30 Min,FALSE,Equipment,N/D
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,34,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,29,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,51,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,34,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,27,White,FALSE,16-30 Min,FALSE,Speeding,Citation
F,31,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,32,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,22,Black,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,40,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,41,White,TRUE,30+ Min,FALSE,Speeding,Arrest Driver
F,51,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,19,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,42,White,FALSE,0-15 Min,TRUE,Moving violation,Citation
M,20,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,54,White,FALSE,0-15 Min,FALSE,Registration/plates,Citation
M,22,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,28,Hispanic,FALSE,0-15 Min,FALSE,Speeding,Citation
M,29,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,52,Black,TRUE,16-30 Min,FALSE,Equipment,Arrest Driver
M,45,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,19,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,35,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,27,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,40,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,40,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,,White,FALSE,0-15 Min,FALSE,Other,No Action
F,33,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,51,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,54,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,35,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,28,White,TRUE,30+ Min,TRUE,Moving violation,Arrest Driver
F,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,18,Hispanic,TRUE,0-15 Min,FALSE,Moving violation,Arrest Driver
M,18,Hispanic,TRUE,0-15 Min,FALSE,Moving violation,Arrest Driver
M,37,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,56,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,32,Black,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,45,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,28,Asian,FALSE,0-15 Min,FALSE,Equipment,Citation
M,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,43,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,50,Black,FALSE,0-15 Min,FALSE,Equipment,Citation
M,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,31,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,30,Black,TRUE,30+ Min,FALSE,Speeding,Arrest Driver
M,31,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,Black,TRUE,16-30 Min,FALSE,Registration/plates,Arrest Driver
M,38,White,FALSE,0-15 Min,FALSE,Equipment,Citation
F,36,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,44,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,31,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,28,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,42,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,57,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,43,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,28,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,32,White,FALSE,0-15 Min,FALSE,Other,Citation
M,29,White,FALSE,30+ Min,FALSE,Speeding,Warning
M,45,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,64,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,27,White,FALSE,30+ Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,47,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,17,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,33,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,21,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,40,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,Black,FALSE,16-30 Min,FALSE,Speeding,Citation
F,23,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,56,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,31,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,29,White,TRUE,30+ Min,FALSE,Speeding,Arrest Driver
F,33,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,36,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,29,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,29,Black,FALSE,16-30 Min,FALSE,Speeding,Citation
F,41,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,34,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,44,Black,TRUE,30+ Min,FALSE,Speeding,Arrest Driver
M,25,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,27,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,19,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,18,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,20,White,FALSE,16-30 Min,FALSE,Speeding,Citation
F,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,17,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,52,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,43,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,28,White,TRUE,30+ Min,FALSE,Equipment,Arrest Driver
M,49,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,42,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,39,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,48,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,42,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,45,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,33,Hispanic,FALSE,0-15 Min,FALSE,Speeding,Citation
M,,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,22,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,29,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,17,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,31,White,FALSE,30+ Min,FALSE,Moving violation,Citation
M,48,White,FALSE,16-30 Min,FALSE,Speeding,Citation
F,64,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,55,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,27,Black,FALSE,16-30 Min,FALSE,Speeding,Citation
M,52,White,FALSE,16-30 Min,FALSE,Speeding,Citation
F,22,White,FALSE,0-15 Min,FALSE,Equipment,N/D
M,32,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Moving violation,Warning
F,26,White,FALSE,0-15 Min,FALSE,Equipment,Warning
F,18,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,58,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,20,White,TRUE,16-30 Min,FALSE,Registration/plates,Arrest Driver
M,38,White,TRUE,16-30 Min,FALSE,Moving violation,Arrest Driver
